2020, 2189
2020, 2118
2020, 2027
2019, 2027
2019, 1936
2019, 1853
2018, 1853
2018, 1777
2018, 1700
2017, 1700
2017, 1624
2017, 1544
2016, 1544
2016, 1399
2016, 1330
2015, 1330
2015, 1176
2014, 1176
2013, 1176
2013, 1108
2012, 1095 
2012, 1060 
2012, 1044
2012, 1037
2012, 1017
2011, 953
2011, 934
2011, 911
2011, 894
2010, 875
2010, 861
2010, 843
2010, 839
2010, 825
